county,city_code,urban_rural,region
34,155127,3,3
34,155136,3,3
34,155145,3,3
34,155154,3,3
35,159366,3,5
35,159375,3,5
35,159384,3,5
35,159393,3,5
35,159400,3,5
35,159419,3,5
35,159428,3,5
35,159437,3,5
35,159446,3,5
35,159455,3,5
35,159464,3,5
35,159473,3,5
37,167268,3,1
37,167277,3,1
37,167286,3,1
37,167295,3,1
37,167302,3,1
37,167311,3,1
37,167320,3,1
38,174502,3,4
38,174511,3,4
38,174520,3,4
39,178929,3,2
39,178938,3,2
39,178947,3,2
39,178956,3,2
33,151567,3,1
14,65147,3,7
26,120502,3,7
26,120511,3,7
13,63326,3,2
15,179891,3,3
22,100362,3,1
28,130384,3,4
15,179908,3,3
15,179917,3,3
15,179926,3,3
15,179935,3,3
10,50564,3,2
39,178965,3,2
4,26338,3,1
4,26346,3,1
4,26353,3,1
4,26361,3,1
6,179944,3,6
6,179953,3,6
8,42498,3,7
51,179962,3,3
13,63334,3,2
17,77595,3,2
21,179971,3,3
21,179980,3,3
21,179999,3,3
21,180000,3,3
21,180019,3,3
23,179588,3,8
27,125169,3,1
30,180028,3,6
33,151576,3,1
35,159482,3,5
36,161561,3,2
31,180037,3,6
27,125178,3,1
4,26379,3,1
21,180046,3,3
14,65154,3,7
29,136278,3,3
7,40035,3,1
1,9026,3,7
51,180055,3,3
21,180064,3,3
35,159491,3,5
33,151585,3,1
35,159507,3,5
5,32201,3,6
35,159516,3,5
17,77601,3,2
35,159525,3,5
30,180091,3,6
